City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
HERVEY BAY,SYDNEY,39052,12755,98,81.1,973,12410615,15307236,15732,2006,12
HERVEY BAY,SYDNEY,39083,14286,98,90.8,973,13900278,15307236,15732,2007,1
HERVEY BAY,SYDNEY,39114,10699,87,78.1,973,10410127,13325235,13695,2007,2
HERVEY BAY,SYDNEY,39142,12274,96,80.6,973,11942602,14822682,15234,2007,3
HERVEY BAY,SYDNEY,39173,13132,96,85.4,973,12777436,14956956,15372,2007,4
HERVEY BAY,SYDNEY,39203,11320,96,73.6,973,11014360,14962794,15378,2007,5
HERVEY BAY,SYDNEY,39234,11435,94,75.8,973,11126255,14682570,15090,2007,6
HERVEY BAY,SYDNEY,39264,13293,98,86.5,973,12934089,14956956,15372,2007,7
HERVEY BAY,SYDNEY,39295,12411,96,81.6,973,12075903,14822682,15234,2007,8
HERVEY BAY,SYDNEY,39326,13157,94,86.5,973,12801761,14807114,15218,2007,9
HERVEY BAY,SYDNEY,39356,13518,98,86.3,973,13153014,15237180,15660,2007,10
HERVEY BAY,SYDNEY,39387,12751,94,84.5,973,12406723,14682570,15090,2007,11
HERVEY BAY,SYDNEY,39417,12914,97,82.1,973,12565322,15307236,15732,2007,12
HERVEY BAY,SYDNEY,39448,14342,96,86,973,13954766,16223802,16674,2008,1
HERVEY BAY,SYDNEY,39479,12023,92,73.4,973,11698379,15943578,16386,2008,2
HERVEY BAY,SYDNEY,39508,13648,98,79.2,973,13279504,16760898,17226,2008,3
HERVEY BAY,SYDNEY,39539,12826,93,78.4,973,12479698,15911469,16353,2008,4
HERVEY BAY,SYDNEY,39569,12167,95,74.2,973,11838491,15961092,16404,2008,5
HERVEY BAY,SYDNEY,39600,12350,95,74.3,973,12016550,16174179,16623,2008,6
HERVEY BAY,SYDNEY,39630,13925,96,82.1,973,13549025,16498188,16956,2008,7
HERVEY BAY,SYDNEY,39661,13765,98,82,973,13393345,16340562,16794,2008,8
HERVEY BAY,SYDNEY,39692,14013,94,83.8,973,13634649,16276344,16728,2008,9
HERVEY BAY,SYDNEY,39722,14346,98,90.4,973,13958658,15441510,15870,2008,10
HERVEY BAY,SYDNEY,39753,12643,93,84.4,973,12301639,14574567,14979,2008,11
HERVEY BAY,SYDNEY,39783,13820,98,85.2,973,13446860,15791790,16230,2008,12
HERVEY BAY,SYDNEY,39814,10541,96,92.1,973,10256393,11139877,11449,2009,1
HERVEY BAY,SYDNEY,39845,8892,87,89.4,973,8651916,9673566,9942,2009,2
HERVEY BAY,SYDNEY,39873,10119,98,88.3,973,9845787,11156418,11466,2009,3
HERVEY BAY,SYDNEY,39904,10654,94,87,973,10366342,11915358,12246,2009,4
HERVEY BAY,SYDNEY,39934,10505,98,80.1,973,10221365,12763814,13118,2009,5
HERVEY BAY,SYDNEY,39965,9653,94,77.3,973,9392369,12152770,12490,2009,6
HERVEY BAY,SYDNEY,39995,10860,98,83.8,973,10566780,12615918,12966,2009,7
HERVEY BAY,SYDNEY,40026,0,0,0,973,0,0,0,2009,8
HERVEY BAY,SYDNEY,40057,0,0,0,973,0,0,0,2009,9
HERVEY BAY,SYDNEY,40087,0,0,0,973,0,0,0,2009,10
HERVEY BAY,SYDNEY,40118,0,0,0,973,0,0,0,2009,11
HERVEY BAY,SYDNEY,40148,0,0,0,973,0,0,0,2009,12
HERVEY BAY,SYDNEY,40179,0,0,0,973,0,0,0,2010,1
HERVEY BAY,SYDNEY,40210,0,0,0,973,0,0,0,2010,2
HERVEY BAY,SYDNEY,40238,0,0,0,973,0,0,0,2010,3
HERVEY BAY,SYDNEY,40269,0,0,0,973,0,0,0,2010,4
HERVEY BAY,SYDNEY,40299,0,0,0,973,0,0,0,2010,5
HERVEY BAY,SYDNEY,40330,0,0,0,973,0,0,0,2010,6
HERVEY BAY,SYDNEY,40360,0,0,0,973,0,0,0,2010,7
HERVEY BAY,SYDNEY,40391,0,0,0,973,0,0,0,2010,8
HERVEY BAY,SYDNEY,40422,0,0,0,973,0,0,0,2010,9
HERVEY BAY,SYDNEY,40452,0,0,0,973,0,0,0,2010,10
HERVEY BAY,SYDNEY,40483,0,0,0,973,0,0,0,2010,11
HERVEY BAY,SYDNEY,40513,0,0,0,973,0,0,0,2010,12
HERVEY BAY,SYDNEY,40544,0,0,0,973,0,0,0,2011,1
HERVEY BAY,SYDNEY,40575,0,0,0,973,0,0,0,2011,2
HERVEY BAY,SYDNEY,40603,0,0,0,973,0,0,0,2011,3
HERVEY BAY,SYDNEY,40634,0,0,0,973,0,0,0,2011,4
HERVEY BAY,SYDNEY,40664,0,0,0,973,0,0,0,2011,5
HERVEY BAY,SYDNEY,40695,0,0,0,973,0,0,0,2011,6
HERVEY BAY,SYDNEY,40725,0,0,0,973,0,0,0,2011,7
HERVEY BAY,SYDNEY,40756,0,0,0,973,0,0,0,2011,8
HERVEY BAY,SYDNEY,40787,0,0,0,973,0,0,0,2011,9
HERVEY BAY,SYDNEY,40817,0,0,0,973,0,0,0,2011,10
HERVEY BAY,SYDNEY,40848,0,0,0,973,0,0,0,2011,11
HERVEY BAY,SYDNEY,40878,0,0,0,973,0,0,0,2011,12
HERVEY BAY,SYDNEY,40909,0,0,0,973,0,0,0,2012,1
HERVEY BAY,SYDNEY,40940,0,0,0,973,0,0,0,2012,2
HERVEY BAY,SYDNEY,40969,0,0,0,973,0,0,0,2012,3
HERVEY BAY,SYDNEY,41000,0,0,0,973,0,0,0,2012,4
HERVEY BAY,SYDNEY,41030,0,0,0,973,0,0,0,2012,5
HERVEY BAY,SYDNEY,41061,0,0,0,973,0,0,0,2012,6
HERVEY BAY,SYDNEY,41091,0,0,0,973,0,0,0,2012,7
HERVEY BAY,SYDNEY,41122,0,0,0,973,0,0,0,2012,8
HERVEY BAY,SYDNEY,41153,0,0,0,973,0,0,0,2012,9
HERVEY BAY,SYDNEY,41183,0,0,0,973,0,0,0,2012,10
HERVEY BAY,SYDNEY,41214,0,0,0,973,0,0,0,2012,11
HERVEY BAY,SYDNEY,41244,0,0,0,973,0,0,0,2012,12
HERVEY BAY,SYDNEY,41275,0,0,0,973,0,0,0,2013,1
HERVEY BAY,SYDNEY,41306,0,0,0,973,0,0,0,2013,2
HERVEY BAY,SYDNEY,41334,0,0,0,973,0,0,0,2013,3
HERVEY BAY,SYDNEY,41365,0,0,0,973,0,0,0,2013,4
HERVEY BAY,SYDNEY,41395,0,0,0,973,0,0,0,2013,5
HERVEY BAY,SYDNEY,41426,0,0,0,973,0,0,0,2013,6
HERVEY BAY,SYDNEY,41456,0,0,0,973,0,0,0,2013,7
HERVEY BAY,SYDNEY,41487,0,0,0,973,0,0,0,2013,8
HERVEY BAY,SYDNEY,41518,0,0,0,973,0,0,0,2013,9
HERVEY BAY,SYDNEY,41548,0,0,0,973,0,0,0,2013,10
HERVEY BAY,SYDNEY,41579,0,0,0,973,0,0,0,2013,11
HERVEY BAY,SYDNEY,41609,0,0,0,973,0,0,0,2013,12
HERVEY BAY,SYDNEY,41640,0,0,0,973,0,0,0,2014,1
HERVEY BAY,SYDNEY,41671,0,0,0,973,0,0,0,2014,2
HERVEY BAY,SYDNEY,41699,0,0,0,973,0,0,0,2014,3
HERVEY BAY,SYDNEY,41730,0,0,0,973,0,0,0,2014,4
HERVEY BAY,SYDNEY,41760,0,0,0,973,0,0,0,2014,5
HERVEY BAY,SYDNEY,41791,0,0,0,973,0,0,0,2014,6
HERVEY BAY,SYDNEY,41821,0,0,0,973,0,0,0,2014,7
HERVEY BAY,SYDNEY,41852,0,0,0,973,0,0,0,2014,8
HERVEY BAY,SYDNEY,41883,0,0,0,973,0,0,0,2014,9
HERVEY BAY,SYDNEY,41913,0,0,0,973,0,0,0,2014,10
HERVEY BAY,SYDNEY,41944,0,0,0,973,0,0,0,2014,11
HERVEY BAY,SYDNEY,41974,0,0,0,973,0,0,0,2014,12
HERVEY BAY,SYDNEY,42005,0,0,0,973,0,0,0,2015,1
HERVEY BAY,SYDNEY,42036,0,0,0,973,0,0,0,2015,2
HERVEY BAY,SYDNEY,42064,0,0,0,973,0,0,0,2015,3
HERVEY BAY,SYDNEY,42095,0,0,0,973,0,0,0,2015,4
HERVEY BAY,SYDNEY,42125,0,0,0,973,0,0,0,2015,5
HERVEY BAY,SYDNEY,42156,0,0,0,973,0,0,0,2015,6
HERVEY BAY,SYDNEY,42186,0,0,0,973,0,0,0,2015,7
HERVEY BAY,SYDNEY,42217,0,0,0,973,0,0,0,2015,8
HERVEY BAY,SYDNEY,42248,0,0,0,973,0,0,0,2015,9
HERVEY BAY,SYDNEY,42278,0,0,0,973,0,0,0,2015,10
HERVEY BAY,SYDNEY,42309,0,0,0,973,0,0,0,2015,11
HERVEY BAY,SYDNEY,42339,0,0,0,973,0,0,0,2015,12
HERVEY BAY,SYDNEY,42370,0,0,0,973,0,0,0,2016,1
HERVEY BAY,SYDNEY,42401,0,0,0,973,0,0,0,2016,2
HERVEY BAY,SYDNEY,42430,0,0,0,973,0,0,0,2016,3
HERVEY BAY,SYDNEY,42461,0,0,0,973,0,0,0,2016,4
HERVEY BAY,SYDNEY,42491,0,0,0,973,0,0,0,2016,5
KALGOORLIE,PERTH,38169,15470,266,62,538,8322860,13422562,24949,2004,7
KALGOORLIE,PERTH,38200,14732,263,62.5,538,7925816,12681736,23572,2004,8
KALGOORLIE,PERTH,38231,15242,251,66.4,538,8200196,12347638,22951,2004,9
KALGOORLIE,PERTH,38261,15483,254,66.8,538,8329854,12468150,23175,2004,10
KALGOORLIE,PERTH,38292,15799,252,68.6,538,8499862,12397134,23043,2004,11
KALGOORLIE,PERTH,38322,14347,255,61.7,538,7718686,12508500,23250,2004,12
KALGOORLIE,PERTH,38353,11733,252,51.5,538,6312354,12247032,22764,2005,1
KALGOORLIE,PERTH,38384,14004,240,63.6,538,7534152,11847836,22022,2005,2
KALGOORLIE,PERTH,38412,15414,263,65.8,538,8292732,12609644,23438,2005,3
KALGOORLIE,PERTH,38443,15642,255,66.3,538,8415396,12683888,23576,2005,4
KALGOORLIE,PERTH,38473,15920,265,63.8,538,8564960,13420948,24946,2005,5
KALGOORLIE,PERTH,38504,16113,265,64.4,538,8668794,13463450,25025,2005,6
KALGOORLIE,PERTH,38534,16356,276,62.4,538,8799528,14105822,26219,2005,7
KALGOORLIE,PERTH,38565,18471,287,64.2,538,9937398,15489558,28791,2005,8
KALGOORLIE,PERTH,38596,16305,259,63.3,538,8772090,13858880,25760,2005,9
KALGOORLIE,PERTH,38626,16213,256,61.9,538,8722594,14094524,26198,2005,10
KALGOORLIE,PERTH,38657,16099,251,63.1,538,8661262,13723304,25508,2005,11
KALGOORLIE,PERTH,38687,15336,265,62,538,8250768,13302050,24725,2005,12
KALGOORLIE,PERTH,38718,13043,234,52.1,538,7017134,13480128,25056,2006,1
KALGOORLIE,PERTH,38749,13389,234,55.8,538,7203282,12907696,23992,2006,2
KALGOORLIE,PERTH,38777,16157,260,60.1,538,8692466,14459288,26876,2006,3
KALGOORLIE,PERTH,38808,15055,220,62.7,538,8099590,12909310,23995,2006,4
KALGOORLIE,PERTH,38838,17132,243,63.1,538,9217016,14597554,27133,2006,5
KALGOORLIE,PERTH,38869,15897,240,58.5,538,8552586,14608314,27153,2006,6
KALGOORLIE,PERTH,38899,16887,262,60.1,538,9085206,15123180,28110,2006,7
KALGOORLIE,PERTH,38930,19238,253,66,538,10350044,15689156,29162,2006,8
KALGOORLIE,PERTH,38961,17730,245,64.2,538,9538740,14860098,27621,2006,9
KALGOORLIE,PERTH,38991,18135,255,62.7,538,9756630,15560036,28922,2006,10
KALGOORLIE,PERTH,39022,18424,232,70.9,538,9912112,13975626,25977,2006,11
KALGOORLIE,PERTH,39052,15850,208,67.2,538,8527300,12695724,23598,2006,12
KALGOORLIE,PERTH,39083,14107,232,56.2,538,7589566,13513484,25118,2007,1
KALGOORLIE,PERTH,39114,16064,213,67.4,538,8642432,12830224,23848,2007,2
KALGOORLIE,PERTH,39142,19095,228,75.5,538,10273110,13610324,25298,2007,3
KALGOORLIE,PERTH,39173,17465,204,73.6,538,9396170,12767816,23732,2007,4
KALGOORLIE,PERTH,39203,19705,222,74.6,538,10601290,14218802,26429,2007,5
KALGOORLIE,PERTH,39234,18440,210,74.6,538,9920720,13303664,24728,2007,6
KALGOORLIE,PERTH,39264,19575,222,75.5,538,10531350,13950340,25930,2007,7
KALGOORLIE,PERTH,39295,22233,251,74.7,538,11961354,16019488,29776,2007,8
KALGOORLIE,PERTH,39326,20303,220,77.6,538,10923014,14078384,26168,2007,9
KALGOORLIE,PERTH,39356,20274,234,76,538,10907412,14342542,26659,2007,10
KALGOORLIE,PERTH,39387,20978,243,76.3,538,11286164,14794462,27499,2007,11
KALGOORLIE,PERTH,39417,18730,237,69.3,538,10076740,14541064,27028,2007,12
KALGOORLIE,PERTH,39448,18590,246,65.3,538,10001420,15313632,28464,2008,1
KALGOORLIE,PERTH,39479,19525,240,68.9,538,10504450,15238312,28324,2008,2
KALGOORLIE,PERTH,39508,21556,253,72,538,11597128,16113638,29951,2008,3
KALGOORLIE,PERTH,39539,21856,248,72.9,538,11758528,16126012,29974,2008,4
KALGOORLIE,PERTH,39569,23571,255,76.2,538,12681198,16631194,30913,2008,5
KALGOORLIE,PERTH,39600,21297,230,72.6,538,11457786,15779002,29329,2008,6
KALGOORLIE,PERTH,39630,22795,253,69.7,538,12263710,17593138,32701,2008,7
KALGOORLIE,PERTH,39661,23974,252,72.9,538,12898012,17685136,32872,2008,8
KALGOORLIE,PERTH,39692,21712,238,69.4,538,11681056,16821646,31267,2008,9
KALGOORLIE,PERTH,39722,21936,249,66.2,538,11801568,17815332,33114,2008,10
KALGOORLIE,PERTH,39753,19981,235,63,538,10749778,17075582,31739,2008,11
KALGOORLIE,PERTH,39783,16884,232,54.5,538,9083592,16673158,30991,2008,12
KALGOORLIE,PERTH,39814,14420,218,49.1,538,7757960,15816124,29398,2009,1
KALGOORLIE,PERTH,39845,15309,211,55.8,538,8236242,14757878,27431,2009,2
KALGOORLIE,PERTH,39873,17276,252,55.5,538,9294488,16734490,31105,2009,3
KALGOORLIE,PERTH,39904,15927,241,53.9,538,8568726,15897362,29549,2009,4
KALGOORLIE,PERTH,39934,17082,253,56.1,538,9190116,16372954,30433,2009,5
KALGOORLIE,PERTH,39965,16188,235,56.8,538,8709144,15338380,28510,2009,6
KALGOORLIE,PERTH,39995,16563,230,59.8,538,8910894,14892378,27681,2009,7
KALGOORLIE,PERTH,40026,19877,236,70.2,538,10693826,15238312,28324,2009,8
KALGOORLIE,PERTH,40057,17674,221,67.4,538,9508612,14107436,26222,2009,9
KALGOORLIE,PERTH,40087,17889,227,65.3,538,9624282,14734744,27388,2009,10
KALGOORLIE,PERTH,40118,17950,212,69.7,538,9657100,13855114,25753,2009,11
KALGOORLIE,PERTH,40148,16428,196,65.9,538,8838264,13417182,24939,2009,12
KALGOORLIE,PERTH,40179,14791,208,62.1,538,7957558,12814622,23819,2010,1
KALGOORLIE,PERTH,40210,15850,204,64.3,538,8527300,13253630,24635,2010,2
KALGOORLIE,PERTH,40238,19635,227,69.7,538,10563630,15150080,28160,2010,3
KALGOORLIE,PERTH,40269,17637,191,72.6,538,9488706,13074476,24302,2010,4
KALGOORLIE,PERTH,40299,19225,201,73.8,538,10343050,14020280,26060,2010,5
KALGOORLIE,PERTH,40330,18732,194,74.9,538,10077816,13446772,24994,2010,6
KALGOORLIE,PERTH,40360,19006,204,72.9,538,10225228,14027812,26074,2010,7
KALGOORLIE,PERTH,40391,21873,222,75.4,538,11767674,15613836,29022,2010,8
KALGOORLIE,PERTH,40422,20217,201,79.4,538,10876746,13694790,25455,2010,9
KALGOORLIE,PERTH,40452,20489,204,74.3,538,11023082,14843420,27590,2010,10
KALGOORLIE,PERTH,40483,20773,198,75.7,538,11175874,14761644,27438,2010,11
KALGOORLIE,PERTH,40513,18998,196,69.5,538,10220924,14715376,27352,2010,12
KALGOORLIE,PERTH,40544,15945,199,58.7,538,8578410,14605624,27148,2011,1
KALGOORLIE,PERTH,40575,17966,184,69.8,538,9665708,13844892,25734,2011,2
KALGOORLIE,PERTH,40603,21615,204,73.7,538,11628870,15775774,29323,2011,3
KALGOORLIE,PERTH,40634,18956,212,61.3,538,10198328,16633884,30918,2011,4
KALGOORLIE,PERTH,40664,21228,225,64.6,538,11420664,17677604,32858,2011,5
KALGOORLIE,PERTH,40695,20010,211,65,538,10765380,16555336,30772,2011,6
KALGOORLIE,PERTH,40725,21539,243,59.8,538,11587982,19388982,36039,2011,7
KALGOORLIE,PERTH,40756,24162,246,66,538,12999156,19695642,36609,2011,8
KALGOORLIE,PERTH,40787,22054,220,68.6,538,11865052,17298314,32153,2011,9
KALGOORLIE,PERTH,40817,19768,208,65.9,538,10635184,16131392,29984,2011,10
KALGOORLIE,PERTH,40848,21776,205,72.9,538,11715488,16071674,29873,2011,11
KALGOORLIE,PERTH,40878,17896,198,61.1,538,9628048,15763400,29300,2011,12
KALGOORLIE,PERTH,40909,16322,204,54.5,538,8781236,16120632,29964,2012,1
KALGOORLIE,PERTH,40940,18602,182,69.3,538,10007876,14451218,26861,2012,2
KALGOORLIE,PERTH,40969,19916,193,70.1,538,10714808,15274896,28392,2012,3
KALGOORLIE,PERTH,41000,18040,199,61.9,538,9705520,15686466,29157,2012,4
KALGOORLIE,PERTH,41030,20890,194,74.1,538,11238820,15160840,28180,2012,5
KALGOORLIE,PERTH,41061,19144,190,70.4,538,10299472,14625530,27185,2012,6
KALGOORLIE,PERTH,41091,21416,295,54,538,11521808,21333314,39653,2012,7
KALGOORLIE,PERTH,41122,24702,307,59.1,538,13289676,22504540,41830,2012,8
KALGOORLIE,PERTH,41153,22041,281,58.7,538,11858058,20196520,37540,2012,9
KALGOORLIE,PERTH,41183,22172,295,55.9,538,11928536,21357524,39698,2012,10
KALGOORLIE,PERTH,41214,20712,283,54.3,538,11143056,20513940,38130,2012,11
KALGOORLIE,PERTH,41244,16997,284,45.1,538,9144386,20258928,37656,2012,12
KALGOORLIE,PERTH,41275,15623,291,42.1,538,8405174,19947964,37078,2013,1
KALGOORLIE,PERTH,41306,16903,262,50.1,538,9093814,18151044,33738,2013,2
KALGOORLIE,PERTH,41334,18290,288,48.8,538,9840020,20149714,37453,2013,3
KALGOORLIE,PERTH,41365,18270,286,47.6,538,9829260,20657048,38396,2013,4
KALGOORLIE,PERTH,41395,19167,296,47.8,538,10311846,21551204,40058,2013,5
KALGOORLIE,PERTH,41426,17591,275,47.6,538,9463958,19978092,37134,2013,6
KALGOORLIE,PERTH,41456,17505,299,44.1,538,9417690,21332238,39651,2013,7
KALGOORLIE,PERTH,41487,20090,301,49.7,538,10808420,21749188,40426,2013,8
KALGOORLIE,PERTH,41518,18664,288,49.2,538,10041232,20405264,37928,2013,9
KALGOORLIE,PERTH,41548,18967,291,49.4,538,10204246,20642522,38369,2013,10
KALGOORLIE,PERTH,41579,19324,280,50.8,538,10396312,20459602,38029,2013,11
KALGOORLIE,PERTH,41609,16717,293,41.1,538,8993746,21867010,40645,2013,12
KALGOORLIE,PERTH,41640,14552,285,37.9,538,7828976,20641984,38368,2014,1
KALGOORLIE,PERTH,41671,16259,262,49.1,538,8747342,17829858,33141,2014,2
KALGOORLIE,PERTH,41699,18629,285,53.1,538,10022402,18870888,35076,2014,3
KALGOORLIE,PERTH,41730,17207,280,49.5,538,9257366,18708412,34774,2014,4
KALGOORLIE,PERTH,41760,19781,292,55.7,538,10642178,19119982,35539,2014,5
KALGOORLIE,PERTH,41791,17464,273,51.6,538,9395632,18206996,33842,2014,6
KALGOORLIE,PERTH,41821,18493,279,59.4,538,9949234,16740408,31116,2014,7
KALGOORLIE,PERTH,41852,20449,291,62.1,538,11001562,17726562,32949,2014,8
KALGOORLIE,PERTH,41883,19180,279,63,538,10318840,16383714,30453,2014,9
KALGOORLIE,PERTH,41913,19639,287,62.8,538,10565782,16826488,31276,2014,10
KALGOORLIE,PERTH,41944,18547,268,62.4,538,9978286,15995278,29731,2014,11
KALGOORLIE,PERTH,41974,16894,276,55.6,538,9088972,16342288,30376,2014,12
KALGOORLIE,PERTH,42005,14501,270,49.5,538,7801538,15749412,29274,2015,1
KALGOORLIE,PERTH,42036,16985,257,54.8,538,9137930,16662936,30972,2015,2
KALGOORLIE,PERTH,42064,19850,287,56.3,538,10679300,18980640,35280,2015,3
KALGOORLIE,PERTH,42095,17848,284,51,538,9602224,18836456,35012,2015,4
KALGOORLIE,PERTH,42125,18930,282,54.8,538,10184340,18573912,34524,2015,5
KALGOORLIE,PERTH,42156,18302,278,52.9,538,9846476,18607268,34586,2015,6
KALGOORLIE,PERTH,42186,18502,290,51,538,9954076,19533704,36308,2015,7
KALGOORLIE,PERTH,42217,20005,293,56.1,538,10762690,19180238,35651,2015,8
KALGOORLIE,PERTH,42248,19631,277,59.1,538,10561478,17981036,33422,2015,9
KALGOORLIE,PERTH,42278,18999,284,55.7,538,10221462,18357098,34121,2015,10
KALGOORLIE,PERTH,42309,19187,273,57.6,538,10322606,17919704,33308,2015,11
KALGOORLIE,PERTH,42339,17765,278,53.1,538,9557570,18010626,33477,2015,12
KALGOORLIE,PERTH,42370,15262,279,45.9,538,8210956,17901412,33274,2016,1
KALGOORLIE,PERTH,42401,17490,274,55.5,538,9409620,16949152,31504,2016,2
KALGOORLIE,PERTH,42430,19638,295,58.7,538,10565244,18001480,33460,2016,3
KALGOORLIE,PERTH,42461,19024,281,59.3,538,10234912,17251508,32066,2016,4
KALGOORLIE,PERTH,42491,20789,292,61.5,538,11184482,18198926,33827,2016,5
KARRATHA,PERTH,38169,18821,245,69.8,1250,23526250,33695000,26956,2004,7
KARRATHA,PERTH,38200,17785,248,64.7,1250,22231250,34357500,27486,2004,8
KARRATHA,PERTH,38231,17356,243,66.2,1250,21695000,32755000,26204,2004,9
KARRATHA,PERTH,38261,18616,255,67.2,1250,23270000,34605000,27684,2004,10
KARRATHA,PERTH,38292,18049,252,64.2,1250,22561250,35162500,28130,2004,11
KARRATHA,PERTH,38322,16979,250,64,1250,21223750,33147500,26518,2004,12
KARRATHA,PERTH,38353,17404,274,60,1250,21755000,36277500,29022,2005,1
KARRATHA,PERTH,38384,16720,228,64.8,1250,20900000,32273750,25819,2005,2
KARRATHA,PERTH,38412,19321,253,68.6,1250,24151250,35193750,28155,2005,3
KARRATHA,PERTH,38443,19625,251,68.3,1250,24531250,35897500,28718,2005,4
KARRATHA,PERTH,38473,19407,261,63.8,1250,24258750,38028750,30423,2005,5
KARRATHA,PERTH,38504,20043,255,68.6,1250,25053750,36527500,29222,2005,6
KARRATHA,PERTH,38534,21669,264,71.8,1250,27086250,37715000,30172,2005,7
KARRATHA,PERTH,38565,21331,284,64.1,1250,26663750,41588750,33271,2005,8
KARRATHA,PERTH,38596,21112,264,68.7,1250,26390000,38405000,30724,2005,9
KARRATHA,PERTH,38626,21620,264,69.9,1250,27025000,38642500,30914,2005,10
KARRATHA,PERTH,38657,20927,266,67.3,1250,26158750,38862500,31090,2005,11
KARRATHA,PERTH,38687,19915,262,64.4,1250,24893750,38641250,30913,2005,12
KARRATHA,PERTH,38718,19965,252,66.3,1250,24956250,37645000,30116,2006,1
KARRATHA,PERTH,38749,17639,232,66.2,1250,22048750,33307500,26646,2006,2
KARRATHA,PERTH,38777,21614,256,66.4,1250,27017500,40668750,32535,2006,3
KARRATHA,PERTH,38808,22146,234,72.7,1250,27682500,38103750,30483,2006,4
KARRATHA,PERTH,38838,25199,262,72.6,1250,31498750,43395000,34716,2006,5
KARRATHA,PERTH,38869,24433,247,73.9,1250,30541250,41316250,33053,2006,6
KARRATHA,PERTH,38899,26933,265,77.2,1250,33666250,43616250,34893,2006,7
KARRATHA,PERTH,38930,25955,243,78.3,1250,32443750,41436250,33149,2006,8
KARRATHA,PERTH,38961,25482,228,82.5,1250,31852500,38632500,30906,2006,9
KARRATHA,PERTH,38991,0,0,0,1250,0,0,0,2006,10
KARRATHA,PERTH,39022,0,0,0,1250,0,0,0,2006,11
KARRATHA,PERTH,39052,0,0,0,1250,0,0,0,2006,12
KARRATHA,PERTH,39083,0,0,0,1250,0,0,0,2007,1
KARRATHA,PERTH,39114,0,0,0,1250,0,0,0,2007,2
KARRATHA,PERTH,39142,0,0,0,1250,0,0,0,2007,3
KARRATHA,PERTH,39173,0,0,0,1250,0,0,0,2007,4
KARRATHA,PERTH,39203,0,0,0,1250,0,0,0,2007,5
KARRATHA,PERTH,39234,0,0,0,1250,0,0,0,2007,6
KARRATHA,PERTH,39264,0,0,0,1250,0,0,0,2007,7
KARRATHA,PERTH,39295,0,0,0,1250,0,0,0,2007,8
KARRATHA,PERTH,39326,0,0,0,1250,0,0,0,2007,9
KARRATHA,PERTH,39356,0,0,0,1250,0,0,0,2007,10
KARRATHA,PERTH,39387,0,0,0,1250,0,0,0,2007,11
KARRATHA,PERTH,39417,0,0,0,1250,0,0,0,2007,12
KARRATHA,PERTH,39448,0,0,0,1250,0,0,0,2008,1
KARRATHA,PERTH,39479,0,0,0,1250,0,0,0,2008,2
KARRATHA,PERTH,39508,0,0,0,1250,0,0,0,2008,3
KARRATHA,PERTH,39539,0,0,0,1250,0,0,0,2008,4
KARRATHA,PERTH,39569,0,0,0,1250,0,0,0,2008,5
KARRATHA,PERTH,39600,0,0,0,1250,0,0,0,2008,6
KARRATHA,PERTH,39630,0,0,0,1250,0,0,0,2008,7
KARRATHA,PERTH,39661,0,0,0,1250,0,0,0,2008,8
KARRATHA,PERTH,39692,0,0,0,1250,0,0,0,2008,9
KARRATHA,PERTH,39722,41940,432,68.5,1250,52425000,76488750,61191,2008,10
KARRATHA,PERTH,39753,38718,452,62.7,1250,48397500,77250000,61800,2008,11
KARRATHA,PERTH,39783,35917,476,55.4,1250,44896250,81013750,64811,2008,12
KARRATHA,PERTH,39814,33653,505,48.4,1250,42066250,86991250,69593,2009,1
KARRATHA,PERTH,39845,35069,455,54.6,1250,43836250,80251250,64201,2009,2
KARRATHA,PERTH,39873,39169,482,56.8,1250,48961250,86273750,69019,2009,3
KARRATHA,PERTH,39904,40670,468,61.6,1250,50837500,82523750,66019,2009,4
KARRATHA,PERTH,39934,42771,499,61,1250,53463750,87640000,70112,2009,5
KARRATHA,PERTH,39965,42915,501,60.7,1250,53643750,88341250,70673,2009,6
KARRATHA,PERTH,39995,46420,521,63,1250,58025000,92168750,73735,2009,7
KARRATHA,PERTH,40026,45825,501,63.7,1250,57281250,89900000,71920,2009,8
KARRATHA,PERTH,40057,48551,503,67.6,1250,60688750,89720000,71776,2009,9
KARRATHA,PERTH,40087,50119,507,69.4,1250,62648750,90310000,72248,2009,10
KARRATHA,PERTH,40118,48859,511,69.5,1250,61073750,87837500,70270,2009,11
KARRATHA,PERTH,40148,44280,508,63.7,1250,55350000,86888750,69511,2009,12
KARRATHA,PERTH,40179,42840,507,60.7,1250,53550000,88222500,70578,2010,1
KARRATHA,PERTH,40210,43083,465,65.6,1250,53853750,82123750,65699,2010,2
KARRATHA,PERTH,40238,51716,558,65.2,1250,64645000,99082500,79266,2010,3
KARRATHA,PERTH,40269,48116,581,58.8,1250,60145000,102242500,81794,2010,4
KARRATHA,PERTH,40299,47473,588,56.4,1250,59341250,105197500,84158,2010,5
KARRATHA,PERTH,40330,47653,560,59.3,1250,59566250,100481250,80385,2010,6
KARRATHA,PERTH,40360,50823,562,62.4,1250,63528750,101813750,81451,2010,7
KARRATHA,PERTH,40391,49422,575,59.8,1250,61777500,103382500,82706,2010,8
KARRATHA,PERTH,40422,50523,547,64.5,1250,63153750,97980000,78384,2010,9
KARRATHA,PERTH,40452,53722,551,68.6,1250,67152500,97835000,78268,2010,10
